Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Study Time per Day (hrs),Material Name,Material Level,IQ of Student
Pallavi Chada,15,Female,India,Karnataka,Bangalore,Farmer,Middle,8,1,History,4,1.4,Interactive Quiz,2,101
Jeet Goel,13,Other,India,Rajasthan,Jodhpur,Doctor,Low,1,1,Computer Science,56,2.7,Video Lesson,1,139
Januja Iyengar,17,Other,India,Gujarat,Ahmedabad,Business Owner,High,4,1,Mathematics,27,4.4,E-Book,2,101
Ayaan Ramachandran,18,Other,India,Gujarat,Surat,Software Developer,Low,3,2,Science,89,0.6,Textbook,1,113
Saumya Pradhan,10,Male,India,Rajasthan,Jaipur,Farmer,Low,4,1,Computer Science,14,4.3,Interactive Quiz,3,125
Upadhriti Kari,13,Male,India,West Bengal,Siliguri,Government Employee,High,12,4,Mathematics,3,2.7,Textbook,1,85
Arin Mani,17,Female,India,West Bengal,Asansol,Farmer,High,7,3,History,90,3.0,Video Lesson,3,134
Ishwar Tella,10,Female,India,Gujarat,Surat,Government Employee,Low,10,3,Science,45,4.2,E-Book,1,89
Sanaya Divan,11,Other,India,Uttar Pradesh,Varanasi,Engineer,Middle,9,5,English,18,4.6,Video Lesson,1,110
Rajata Zacharia,15,Female,India,Tamil Nadu,Madurai,Software Developer,High,10,4,Mathematics,97,5.0,Video Lesson,2,131
Megha Lad,10,Other,India,Tamil Nadu,Chennai,Business Owner,Low,2,5,English,91,2.9,Interactive Quiz,1,80
Aryan Mohan,18,Other,India,Tamil Nadu,Coimbatore,Engineer,High,1,1,History,41,3.9,Textbook,1,96
Robert Wadhwa,12,Female,India,Rajasthan,Jodhpur,Farmer,Low,9,2,History,18,3.3,Textbook,1,95
Yashasvi Nayar,13,Other,India,Maharashtra,Nagpur,Teacher,Middle,8,5,Mathematics,56,1.5,Interactive Quiz,1,94
Ekaraj Wadhwa,12,Male,India,Rajasthan,Jaipur,Teacher,Middle,10,4,Computer Science,97,4.7,E-Book,1,84
Vinaya Chaudhuri,16,Other,India,Tamil Nadu,Chennai,Engineer,Middle,10,5,English,5,3.2,E-Book,1,111
Nikita Oza,16,Other,India,Rajasthan,Jodhpur,Business Owner,Low,8,3,Science,65,0.9,E-Book,2,104
William Walla,16,Female,India,Maharashtra,Mumbai,Farmer,Low,12,5,English,67,2.1,Textbook,1,102
Jeevika Hegde,11,Female,India,Rajasthan,Jodhpur,Software Developer,Middle,8,3,English,55,3.6,Interactive Quiz,3,125
Ojas Ramanathan,16,Other,India,Rajasthan,Udaipur,Software Developer,Middle,8,5,Science,27,0.8,E-Book,3,93
Yadavi Handa,14,Female,India,Gujarat,Surat,Government Employee,Middle,4,5,English,56,2.4,Interactive Quiz,2,86
Harini Ram,11,Male,India,Karnataka,Bangalore,Software Developer,High,10,1,Mathematics,90,2.3,Video Lesson,3,124
Jhalak Prakash,14,Male,India,Maharashtra,Mumbai,Doctor,Low,2,5,English,79,3.5,Video Lesson,2,105
Mekhala Dora,10,Other,India,Karnataka,Hubli,Teacher,Low,3,4,English,14,2.9,Interactive Quiz,2,116
Varenya Bhat,13,Female,India,West Bengal,Siliguri,Teacher,Middle,8,2,History,69,1.7,Interactive Quiz,1,140
Yagnesh Koshy,15,Other,India,Karnataka,Mysore,Government Employee,High,8,5,Mathematics,33,1.5,Video Lesson,1,110
Manan Devan,14,Other,India,Tamil Nadu,Chennai,Business Owner,Low,8,5,Computer Science,44,3.7,E-Book,3,92
Radha Sethi,14,Male,India,Karnataka,Mysore,Business Owner,Middle,8,3,Mathematics,76,4.5,E-Book,3,122
Advaith Srinivasan,17,Other,India,Tamil Nadu,Coimbatore,Farmer,High,9,4,History,56,3.7,Video Lesson,3,131
Aradhana Rau,14,Other,India,Tamil Nadu,Chennai,Engineer,Middle,3,5,Computer Science,9,2.2,E-Book,2,116
Lucky Shankar,10,Male,India,Rajasthan,Jaipur,Business Owner,Low,10,1,Computer Science,88,5.0,Video Lesson,1,92
Warda Vala,13,Male,India,Maharashtra,Nagpur,Engineer,Middle,12,3,History,42,2.8,Interactive Quiz,3,128
Netra Saran,16,Male,India,Gujarat,Ahmedabad,Doctor,High,2,3,History,92,1.0,Video Lesson,2,91
Harini Saxena,15,Other,India,Gujarat,Ahmedabad,Farmer,Middle,5,1,English,71,3.5,E-Book,1,91
Jagat Pau,15,Female,India,Rajasthan,Jodhpur,Engineer,Middle,5,3,History,88,4.0,Interactive Quiz,2,135
Azad Tara,15,Other,India,Gujarat,Ahmedabad,Doctor,High,1,4,History,61,1.0,E-Book,1,100
Bachittar Palla,16,Male,India,Maharashtra,Nagpur,Government Employee,Middle,11,1,Mathematics,79,3.2,E-Book,1,127
Aahana Balay,14,Female,India,Maharashtra,Nagpur,Farmer,Middle,10,4,History,59,4.8,Textbook,2,116
Mitesh Mutti,17,Female,India,Tamil Nadu,Madurai,Software Developer,Middle,11,4,English,74,4.8,Textbook,2,89
Damyanti Chana,17,Other,India,Maharashtra,Nagpur,Doctor,Low,4,5,English,80,2.7,Video Lesson,2,86
Ekaja Nair,14,Other,India,Gujarat,Surat,Engineer,High,2,5,Mathematics,68,3.5,Textbook,1,122
Faraj Narayanan,17,Male,India,Gujarat,Ahmedabad,Teacher,Low,7,1,English,29,3.6,E-Book,2,124
Tanay Mander,17,Other,India,Maharashtra,Pune,Business Owner,High,8,1,Science,76,5.0,Video Lesson,1,114
Zilmil Bhandari,16,Other,India,Maharashtra,Mumbai,Doctor,Middle,5,1,History,33,3.5,Textbook,1,88
Mugdha Deol,14,Male,India,Tamil Nadu,Coimbatore,Farmer,Low,8,5,Science,67,3.9,Interactive Quiz,2,138
Gavin Menon,17,Male,India,Gujarat,Surat,Engineer,Low,8,1,Mathematics,71,4.7,E-Book,1,107
Farhan Sachdev,14,Other,India,Maharashtra,Mumbai,Software Developer,Middle,4,4,Mathematics,41,3.9,Interactive Quiz,2,85
Yashvi Balay,18,Female,India,West Bengal,Asansol,Business Owner,Low,10,3,Mathematics,40,2.7,E-Book,1,80
Niharika Pradhan,15,Female,India,Maharashtra,Mumbai,Business Owner,Middle,7,2,English,97,3.1,Interactive Quiz,2,95
Yahvi Hegde,18,Other,India,Rajasthan,Jaipur,Business Owner,Middle,4,1,Computer Science,17,0.9,Video Lesson,2,123
Jeremiah Kala,11,Male,India,Karnataka,Hubli,Teacher,High,5,3,Computer Science,78,3.3,Textbook,3,128
Jhalak Nagar,11,Other,India,Gujarat,Ahmedabad,Business Owner,Middle,7,4,History,74,3.9,Textbook,3,122
Manan Tailor,15,Female,India,Uttar Pradesh,Varanasi,Engineer,Middle,6,1,Computer Science,96,4.7,Video Lesson,3,95
Brinda Talwar,18,Female,India,Rajasthan,Jaipur,Teacher,Middle,11,4,Science,35,3.4,E-Book,1,89
Dominic Seth,16,Female,India,West Bengal,Asansol,Teacher,High,12,4,Mathematics,32,4.1,E-Book,2,107
Wriddhish Pall,13,Male,India,Rajasthan,Jodhpur,Engineer,Low,5,4,History,75,2.6,Interactive Quiz,1,140
Aayush Manne,16,Female,India,Rajasthan,Jaipur,Engineer,Middle,12,1,History,9,3.7,E-Book,2,105
Yug Mistry,12,Male,India,West Bengal,Siliguri,Doctor,Low,3,4,Science,61,4.7,Textbook,2,90
Gavin Raja,13,Male,India,Uttar Pradesh,Varanasi,Doctor,High,7,3,Computer Science,16,1.2,Video Lesson,2,93
Ayaan Raja,13,Other,India,Tamil Nadu,Coimbatore,Teacher,High,5,2,History,24,3.8,Video Lesson,3,82
Rajeshri Varghese,13,Male,India,Uttar Pradesh,Lucknow,Business Owner,Middle,4,1,Science,42,1.4,Textbook,2,94
Triya Narasimhan,11,Other,India,Uttar Pradesh,Kanpur,Teacher,High,2,2,History,32,1.1,E-Book,1,94
Aarush Khosla,18,Male,India,Karnataka,Mysore,Software Developer,Low,12,5,Science,68,0.6,E-Book,2,140
Victor Sabharwal,14,Other,India,Karnataka,Bangalore,Government Employee,Low,4,3,Science,9,2.6,Video Lesson,1,132
Idika Jaggi,18,Male,India,Rajasthan,Udaipur,Teacher,Low,8,5,English,55,2.8,Video Lesson,2,140
Ekalinga Dash,15,Other,India,West Bengal,Kolkata,Government Employee,Low,5,2,History,19,0.7,Textbook,2,132
Kamala Rau,12,Other,India,Rajasthan,Udaipur,Engineer,High,7,2,English,8,4.7,E-Book,2,96
Benjamin Morar,10,Other,India,Tamil Nadu,Coimbatore,Government Employee,Middle,1,3,History,90,1.2,E-Book,2,119
Advay Borah,11,Other,India,Tamil Nadu,Chennai,Doctor,Middle,2,3,Science,8,2.1,Video Lesson,1,101
Charles Zacharia,17,Male,India,Maharashtra,Mumbai,Farmer,Middle,7,4,Mathematics,79,0.8,E-Book,3,123
Ekavir Buch,16,Female,India,Tamil Nadu,Coimbatore,Teacher,High,5,2,Science,14,1.5,Textbook,2,116
Vasatika Lad,16,Male,India,Uttar Pradesh,Kanpur,Software Developer,Low,4,5,History,53,2.6,Video Lesson,2,105
Azad Bose,14,Female,India,Rajasthan,Jaipur,Software Developer,High,10,4,Science,5,3.2,Video Lesson,3,111
Widisha Master,17,Other,India,Rajasthan,Jaipur,Teacher,Middle,6,3,Science,94,1.2,Video Lesson,3,108
Madhavi Babu,10,Male,India,Karnataka,Bangalore,Teacher,Middle,12,5,Science,62,3.7,Video Lesson,2,88
Orinder Bakshi,10,Male,India,Gujarat,Surat,Doctor,High,9,4,Mathematics,25,4.7,Interactive Quiz,3,112
Om Bala,18,Female,India,Maharashtra,Mumbai,Software Developer,High,7,3,Computer Science,19,1.5,E-Book,1,128
Frado Bhatt,10,Female,India,West Bengal,Asansol,Teacher,Low,4,1,Computer Science,21,0.8,E-Book,2,113
Wriddhish Jaggi,15,Other,India,Maharashtra,Mumbai,Farmer,Middle,10,2,Science,74,2.2,E-Book,3,84
Leena Mukherjee,15,Female,India,West Bengal,Siliguri,Doctor,High,11,4,English,9,2.9,E-Book,3,126
Vrishti Srinivasan,17,Male,India,Rajasthan,Udaipur,Farmer,Middle,9,1,English,79,4.3,Video Lesson,3,81
Siddharth Bhat,18,Other,India,Karnataka,Mysore,Business Owner,High,5,4,Mathematics,40,3.8,E-Book,2,126
Bhavani Khanna,15,Male,India,West Bengal,Kolkata,Engineer,Middle,1,1,Mathematics,33,4.3,Textbook,2,96
Nirja Dayal,18,Male,India,Gujarat,Ahmedabad,Teacher,Low,8,4,English,85,5.0,E-Book,2,135
Ubika Gala,11,Other,India,Karnataka,Mysore,Doctor,High,1,2,History,93,1.6,E-Book,3,95
Aachal Batta,10,Other,India,Maharashtra,Pune,Teacher,Low,7,3,Computer Science,55,1.4,Interactive Quiz,1,83
Zilmil Chawla,13,Male,India,Maharashtra,Mumbai,Teacher,Low,11,2,Computer Science,73,3.3,Textbook,2,94
Nirja Tara,11,Other,India,Maharashtra,Pune,Software Developer,Middle,2,4,Mathematics,46,1.7,Interactive Quiz,1,89
Ishwar Bhatnagar,12,Other,India,West Bengal,Siliguri,Engineer,High,12,2,Mathematics,4,0.6,Interactive Quiz,3,119
Aarini Contractor,14,Female,India,Maharashtra,Mumbai,Teacher,High,5,5,Computer Science,22,1.8,Textbook,2,96
Ekanta Bahl,18,Male,India,Karnataka,Mysore,Teacher,High,7,4,Computer Science,89,1.6,Video Lesson,3,100
Isaiah Bassi,14,Other,India,Maharashtra,Mumbai,Doctor,Middle,3,5,Mathematics,16,1.7,Video Lesson,3,128
Faqid Hegde,16,Other,India,Uttar Pradesh,Lucknow,Software Developer,Low,5,4,Science,96,4.1,Textbook,2,88
Vinaya Rana,13,Female,India,Tamil Nadu,Madurai,Engineer,High,11,4,Mathematics,54,2.5,E-Book,2,126
Pahal Chaudhari,18,Male,India,Karnataka,Mysore,Government Employee,Middle,7,1,English,0,1.7,E-Book,3,101
Bhavya Madan,10,Other,India,Tamil Nadu,Coimbatore,Software Developer,Middle,9,1,History,13,3.6,Video Lesson,3,86
Aadhya Bahri,11,Female,India,West Bengal,Siliguri,Farmer,Middle,11,5,Mathematics,52,4.5,Interactive Quiz,3,133
Shravya Narasimhan,17,Male,India,Uttar Pradesh,Lucknow,Teacher,Middle,4,5,Mathematics,49,1.4,Textbook,2,135
Manthan Bal,11,Male,India,Karnataka,Hubli,Teacher,Low,3,2,History,30,1.4,Textbook,3,130
Warjas Bala,11,Male,India,Uttar Pradesh,Varanasi,Doctor,Middle,1,2,Computer Science,66,4.0,Textbook,1,109
Tamanna Devi,10,Other,India,Tamil Nadu,Coimbatore,Farmer,High,9,5,Computer Science,64,1.2,Video Lesson,2,105
Arya Naidu,18,Other,India,Maharashtra,Mumbai,Engineer,Low,2,5,History,33,2.0,Interactive Quiz,2,109
Rachita Apte,11,Female,India,Gujarat,Surat,Government Employee,Middle,10,5,History,54,2.2,Video Lesson,2,98
Kai Bhakta,11,Male,India,Tamil Nadu,Madurai,Farmer,High,3,5,Mathematics,35,1.1,Video Lesson,1,86
Chameli Kibe,16,Male,India,Uttar Pradesh,Kanpur,Government Employee,Low,6,2,History,89,4.5,E-Book,2,118
Oliver Sura,10,Female,India,Tamil Nadu,Coimbatore,Engineer,High,2,1,Mathematics,37,2.1,Interactive Quiz,1,89
Maanav Ramesh,14,Female,India,Karnataka,Mysore,Government Employee,Low,1,5,English,40,3.5,Video Lesson,1,137
Dalbir Mutti,18,Other,India,West Bengal,Asansol,Doctor,High,3,1,Mathematics,93,2.7,Textbook,1,109
Guneet Gandhi,16,Female,India,Rajasthan,Jodhpur,Engineer,High,8,2,Mathematics,47,3.8,Textbook,2,118
Oscar Tank,14,Female,India,Gujarat,Ahmedabad,Software Developer,High,4,5,Science,21,1.5,Video Lesson,1,97
Onveer Ram,17,Female,India,Tamil Nadu,Coimbatore,Doctor,Middle,10,3,History,72,4.8,Textbook,3,84
Chakrika Swaminathan,15,Other,India,Karnataka,Hubli,Farmer,Middle,1,5,Computer Science,52,1.0,E-Book,1,107
Zayyan Kari,17,Male,India,Maharashtra,Pune,Farmer,High,12,2,Science,4,1.7,Textbook,1,81
Dhriti Nagy,18,Other,India,Karnataka,Mysore,Government Employee,High,5,5,Computer Science,81,1.7,Interactive Quiz,3,106
Azad Nigam,11,Female,India,Uttar Pradesh,Varanasi,Teacher,High,3,3,Science,74,2.8,Video Lesson,2,93
Qarin Kant,12,Female,India,Maharashtra,Pune,Teacher,Low,10,1,English,19,2.3,Interactive Quiz,2,117
Balveer Bail,12,Female,India,Tamil Nadu,Madurai,Doctor,High,12,2,English,32,0.9,Textbook,2,88
Lucky Kannan,15,Female,India,West Bengal,Siliguri,Software Developer,Low,1,1,Science,2,1.5,E-Book,2,98
Yashasvi Atwal,13,Female,India,Gujarat,Surat,Doctor,Low,6,3,History,20,1.7,Textbook,1,133
Ridhi Nori,18,Female,India,Rajasthan,Jodhpur,Government Employee,Low,2,5,English,20,4.8,Video Lesson,1,109
Aarav Parmar,16,Female,India,Uttar Pradesh,Lucknow,Engineer,Middle,9,1,Science,95,4.1,Video Lesson,1,105
Neel Boase,15,Male,India,Tamil Nadu,Chennai,Doctor,Middle,7,1,English,55,4.1,Video Lesson,1,89
Ryan Chanda,16,Male,India,Uttar Pradesh,Lucknow,Teacher,Low,4,3,History,76,2.8,Interactive Quiz,3,99
Nandini Sundaram,16,Male,India,Maharashtra,Mumbai,Engineer,Low,10,4,Mathematics,71,4.1,Interactive Quiz,3,83
Ishita Buch,18,Male,India,Maharashtra,Nagpur,Teacher,Low,5,5,Mathematics,21,0.6,E-Book,1,122
Tanvi Dora,18,Male,India,Tamil Nadu,Coimbatore,Software Developer,Low,9,3,English,26,2.2,E-Book,2,137
Azad Sachar,18,Male,India,Maharashtra,Pune,Business Owner,Low,2,5,History,13,4.6,Textbook,1,98
Bhavani Chaudhary,10,Male,India,Tamil Nadu,Coimbatore,Government Employee,High,10,3,History,24,3.7,Video Lesson,2,129
Aarav Dugar,18,Female,India,Karnataka,Bangalore,Doctor,High,11,2,English,51,4.1,Textbook,3,113
Omaja Karan,16,Other,India,Rajasthan,Udaipur,Software Developer,Low,12,2,English,80,3.0,Video Lesson,3,101
Jacob Char,18,Female,India,Maharashtra,Pune,Doctor,Low,11,5,History,0,4.3,Textbook,1,102
Onveer Sagar,18,Male,India,Maharashtra,Pune,Engineer,Middle,3,5,Computer Science,48,4.9,E-Book,1,90
Anita Shenoy,15,Other,India,Gujarat,Ahmedabad,Government Employee,Middle,1,4,Computer Science,90,4.3,Interactive Quiz,3,84
Logan Kata,10,Other,India,Gujarat,Surat,Software Developer,Low,6,3,Computer Science,86,2.8,Textbook,2,88
Theodore Wadhwa,13,Other,India,West Bengal,Siliguri,Farmer,Middle,6,4,English,45,1.3,Video Lesson,1,119
Tristan Master,15,Male,India,Uttar Pradesh,Kanpur,Software Developer,High,1,3,History,92,0.7,Interactive Quiz,1,80
Manthan Gulati,17,Female,India,Maharashtra,Nagpur,Farmer,Low,3,3,History,7,2.4,Interactive Quiz,3,109
Dalaja Garde,12,Female,India,West Bengal,Siliguri,Government Employee,Middle,12,3,Computer Science,14,4.8,E-Book,2,112
Ishanvi Murty,14,Other,India,Tamil Nadu,Coimbatore,Engineer,High,2,4,Science,33,3.6,Video Lesson,3,97
Indira Nigam,11,Other,India,West Bengal,Siliguri,Software Developer,Low,11,1,Mathematics,51,0.8,Video Lesson,1,107
Harsh Peri,15,Female,India,Rajasthan,Udaipur,Engineer,Middle,11,5,English,56,3.3,Video Lesson,3,139
Charles Subramanian,11,Male,India,Tamil Nadu,Coimbatore,Government Employee,Low,5,3,English,16,0.8,Interactive Quiz,3,100
Champak Ray,14,Female,India,Tamil Nadu,Coimbatore,Farmer,Middle,1,4,Mathematics,44,3.8,Textbook,2,90
Nidhi Basu,13,Male,India,Maharashtra,Nagpur,Government Employee,Middle,12,2,History,76,2.8,Video Lesson,2,133
Maanav Nigam,10,Other,India,West Bengal,Kolkata,Government Employee,Low,8,3,History,34,3.5,E-Book,1,124
Maya Ratta,12,Other,India,Uttar Pradesh,Varanasi,Engineer,High,10,2,History,95,4.8,Video Lesson,3,99
Eta Sood,18,Male,India,Rajasthan,Jaipur,Farmer,High,6,4,History,2,2.4,Video Lesson,3,131
Ladli Bhatti,10,Female,India,West Bengal,Asansol,Government Employee,Middle,5,5,Mathematics,68,4.1,Video Lesson,1,98
Tanish Banik,18,Male,India,Tamil Nadu,Coimbatore,Engineer,Middle,11,4,Computer Science,54,4.4,E-Book,1,137
Wridesh Aggarwal,18,Male,India,West Bengal,Siliguri,Government Employee,Middle,11,5,Science,26,0.6,E-Book,1,94
Dakshesh Narain,17,Female,India,Gujarat,Vadodara,Business Owner,Low,3,1,Science,39,4.8,Video Lesson,2,114
Triya Lad,11,Other,India,Maharashtra,Pune,Doctor,High,11,5,Science,9,1.9,E-Book,3,137
Vedika Mishra,14,Female,India,Tamil Nadu,Coimbatore,Teacher,High,10,4,English,33,3.5,Textbook,3,110
Ayushman Peri,18,Female,India,Rajasthan,Jodhpur,Doctor,Middle,9,5,History,47,4.6,Video Lesson,3,82
Fariq Shanker,14,Other,India,Tamil Nadu,Chennai,Business Owner,High,3,5,Science,59,3.7,Video Lesson,1,131
Adya Choudhary,10,Other,India,Rajasthan,Jaipur,Government Employee,Low,5,4,Science,38,3.7,E-Book,2,86
Hiral Parmer,16,Other,India,Gujarat,Vadodara,Software Developer,High,3,5,Computer Science,60,1.2,Interactive Quiz,3,114
Bhavna Maharaj,15,Other,India,Gujarat,Vadodara,Business Owner,Low,6,5,Computer Science,1,3.1,E-Book,1,120
Alka Padmanabhan,18,Male,India,Uttar Pradesh,Lucknow,Teacher,Low,3,1,Science,99,3.4,Video Lesson,1,111
Alka Vasa,11,Male,India,Tamil Nadu,Coimbatore,Business Owner,Middle,10,3,English,90,2.9,Video Lesson,2,122
Wahab Sangha,13,Other,India,Rajasthan,Jodhpur,Government Employee,Middle,9,1,History,22,3.7,E-Book,3,109
Rohan Dyal,15,Female,India,Uttar Pradesh,Varanasi,Business Owner,High,4,5,English,51,4.6,Textbook,3,109
Xiti Mahal,11,Other,India,Rajasthan,Jodhpur,Teacher,Low,5,1,English,57,2.1,Video Lesson,1,126
Frederick Kumer,18,Female,India,Uttar Pradesh,Kanpur,Business Owner,High,5,5,Science,38,4.8,Video Lesson,2,135
Jagvi Chopra,16,Male,India,Uttar Pradesh,Kanpur,Business Owner,Middle,2,5,Computer Science,65,3.1,E-Book,2,131
Baljiwan Chawla,10,Female,India,Gujarat,Vadodara,Farmer,Middle,6,5,English,29,2.3,E-Book,3,106
Onkar Mahal,11,Male,India,Maharashtra,Pune,Software Developer,Low,11,5,Mathematics,63,3.1,Video Lesson,2,84
Samesh Basak,11,Other,India,West Bengal,Siliguri,Teacher,Low,1,5,History,20,2.0,Textbook,1,131
Chandran Lal,10,Male,India,Gujarat,Vadodara,Software Developer,High,10,3,Science,66,4.3,E-Book,3,108
Ladli Vala,14,Male,India,Uttar Pradesh,Kanpur,Farmer,High,4,5,Science,95,2.3,Video Lesson,2,96
Nandini Pillai,13,Male,India,West Bengal,Siliguri,Software Developer,Low,2,3,Computer Science,81,0.9,Interactive Quiz,1,114
Dhruv Kaul,13,Other,India,Karnataka,Bangalore,Engineer,Middle,11,5,English,43,2.8,E-Book,2,121
Nilima Gill,14,Other,India,Tamil Nadu,Madurai,Farmer,High,3,5,English,100,0.7,E-Book,3,98
Bimala Johal,16,Male,India,Maharashtra,Mumbai,Government Employee,High,10,4,Mathematics,36,5.0,Interactive Quiz,3,116
Rachit Palla,15,Male,India,Maharashtra,Nagpur,Government Employee,Low,6,4,History,4,3.6,Textbook,2,103
Aadi Raja,14,Male,India,Rajasthan,Udaipur,Engineer,Low,8,1,Mathematics,58,3.0,Video Lesson,2,138
Balvan Shenoy,17,Male,India,Karnataka,Bangalore,Government Employee,High,7,4,Science,89,3.7,E-Book,1,89
Jeevika Bassi,11,Male,India,Uttar Pradesh,Kanpur,Business Owner,Middle,12,4,History,61,3.3,E-Book,1,111
Kalpit Dhawan,16,Other,India,Gujarat,Ahmedabad,Teacher,High,10,3,Mathematics,67,3.5,E-Book,1,135
Rachit Narayanan,11,Other,India,Rajasthan,Udaipur,Teacher,High,9,1,Mathematics,90,2.6,Textbook,1,122
Eshana Padmanabhan,17,Female,India,Rajasthan,Jaipur,Engineer,Low,4,4,History,97,3.9,E-Book,2,98
Parth Bajwa,13,Male,India,Gujarat,Ahmedabad,Teacher,High,8,3,Computer Science,100,4.1,Interactive Quiz,2,93
Finn Dara,16,Other,India,Uttar Pradesh,Lucknow,Doctor,Low,3,3,English,0,3.9,Video Lesson,3,128
Xiti Tara,14,Other,India,Karnataka,Bangalore,Doctor,High,9,2,Science,62,3.2,Video Lesson,2,124
Atharv Pal,15,Other,India,Karnataka,Bangalore,Teacher,Low,4,4,Mathematics,46,0.9,Interactive Quiz,2,140
Sathvik Modi,10,Male,India,West Bengal,Kolkata,Doctor,Middle,7,4,Science,8,4.0,Video Lesson,3,95
Mason Acharya,14,Male,India,Gujarat,Ahmedabad,Doctor,High,9,3,Mathematics,57,2.9,Interactive Quiz,3,88
Eesha Wali,18,Other,India,Gujarat,Ahmedabad,Business Owner,Low,9,3,Mathematics,31,2.9,Textbook,2,102
Raagini Varty,18,Female,India,Gujarat,Surat,Engineer,Low,7,1,Science,62,3.1,Video Lesson,2,124
Qabil Hayer,17,Male,India,Tamil Nadu,Madurai,Software Developer,Middle,5,1,History,71,2.1,E-Book,1,132
Xalak Kalla,18,Female,India,Gujarat,Surat,Teacher,Middle,2,2,English,87,0.8,E-Book,3,83
Ryan Vyas,12,Female,India,Maharashtra,Mumbai,Business Owner,Low,11,4,Science,3,0.6,Interactive Quiz,1,97
Lekha D’Alia,14,Female,India,Tamil Nadu,Chennai,Teacher,High,8,1,Mathematics,65,4.1,Textbook,2,96
Anusha Char,18,Male,India,Tamil Nadu,Chennai,Government Employee,High,8,5,History,89,2.9,E-Book,3,128
Urmi Bhatnagar,13,Other,India,Gujarat,Ahmedabad,Government Employee,High,5,4,History,25,2.3,Textbook,2,84
Rehaan Talwar,14,Female,India,West Bengal,Kolkata,Teacher,Middle,6,4,Computer Science,47,4.8,Interactive Quiz,1,139
Manan Yohannan,13,Female,India,Rajasthan,Jodhpur,Government Employee,High,4,3,English,42,3.5,Video Lesson,1,109
Wyatt Ravel,14,Female,India,Gujarat,Ahmedabad,Business Owner,High,11,1,Mathematics,63,3.8,E-Book,2,129
Lajita Desai,11,Male,India,West Bengal,Kolkata,Software Developer,High,6,4,Computer Science,95,2.4,Video Lesson,1,110
Madhav Salvi,16,Male,India,West Bengal,Kolkata,Teacher,High,3,3,Mathematics,45,2.4,E-Book,1,108
Girindra Sinha,14,Male,India,West Bengal,Asansol,Government Employee,Middle,1,3,English,82,0.7,E-Book,2,120
Bakhshi Bahri,16,Other,India,Tamil Nadu,Chennai,Doctor,Low,2,5,English,82,1.4,Video Lesson,3,133
Urmi Dhillon,13,Other,India,West Bengal,Kolkata,Farmer,Low,9,1,Science,38,3.1,Video Lesson,3,101
Jyoti Saraf,15,Male,India,Karnataka,Hubli,Teacher,Low,11,3,Computer Science,16,3.2,E-Book,2,128
Manan Lall,13,Female,India,West Bengal,Kolkata,Doctor,High,3,3,History,95,1.1,E-Book,1,102
Manan Buch,16,Female,India,Maharashtra,Nagpur,Teacher,High,12,2,Computer Science,44,1.8,Textbook,1,89
Wriddhish Saraf,14,Female,India,Tamil Nadu,Madurai,Business Owner,Low,10,4,English,84,2.0,Video Lesson,3,100
Timothy Banik,17,Female,India,Tamil Nadu,Madurai,Teacher,High,12,4,English,94,2.9,Textbook,3,125
Tarak Saxena,15,Male,India,Tamil Nadu,Coimbatore,Farmer,High,11,1,Computer Science,73,3.6,E-Book,3,87
Vedika Batra,10,Other,India,Rajasthan,Jodhpur,Farmer,Low,3,4,Mathematics,47,4.9,Video Lesson,1,90
Radha Sehgal,12,Other,India,Karnataka,Bangalore,Engineer,High,12,5,History,74,1.9,E-Book,3,125
